Product Name,Category,Sub-Category,Total_Orders,Total_Returns,Avg_Risk_Score,Risk_Level
"Apple Speaker Phone, Cordless",Technology,Phones,23,0,0.047078904,Low
"Apple Speaker Phone, Full Size",Technology,Phones,17,0,0.045992204,Low
"Apple Speaker Phone, VoIP",Technology,Phones,25,1,0.043679413,Low
"Apple Speaker Phone, with Caller ID",Technology,Phones,18,0,0.045047795,Low
Apple iPhone 5,Technology,Phones,6,1,0.050678897,Low
Apple iPhone 5C,Technology,Phones,4,0,0.053221917,Low
Apple iPhone 5S,Technology,Phones,4,2,0.048673764,Low
Array Memo Cubes,Office Supplies,Paper,3,0,0.045531272,Low
"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,4,0,0.04678742,Low
Artistic Insta-Plaque,Furniture,Furnishings,3,0,0.048989252,Low
Assorted Color Push Pins,Office Supplies,Fasteners,8,0,0.039678157,Low
Astroparche Fine Business Paper,Office Supplies,Paper,6,0,0.044712749,Low
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones,4,0,0.044163322,Low
Ativa MDM8000 8-Sheet Micro-Cut Shredder,Technology,Machines,2,0,0.045992921,Low
Ativa V4110MDD Micro-Cut Shredder,Technology,Machines,2,0,0.044842344,Low
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,2,0,0.047384991,Low
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,8,0,0.043077366,Low
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,6,1,0.043046263,Low
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,8,0,0.046528488,Low
Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,4,0,0.035755141,Low
Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,7,1,0.038630032,Low
Avaya 4621SW VoIP phone,Technology,Phones,4,0,0.051569164,Low
Avaya 5410 Digital phone,Technology,Phones,4,0,0.050179977,Low
Avaya 5420 Digital phone,Technology,Phones,3,0,0.049422826,Low
Avaya IP Phone 1140E VoIP phone,Technology,Phones,1,0,0.042869514,Low
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,2,1,0.057263759,Low
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,6,0,0.046784659,Low
"Avery 3-Hole Punch, Clear",Office Supplies,Binders,36,0,0.04259563,Low
"Avery 3-Hole Punch, Durable",Office Supplies,Binders,40,2,0.042108694,Low
"Avery 3-Hole Punch, Economy",Office Supplies,Binders,22,4,0.04313347,Low
"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,49,4,0.042448956,Low
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,11,0,0.057702211,Low
Avery 473,Office Supplies,Labels,6,1,0.059207035,Low
Avery 474,Office Supplies,Labels,9,0,0.058818733,Low
Avery 475,Office Supplies,Labels,4,0,0.056790026,Low
Avery 476,Office Supplies,Labels,10,0,0.058966558,Low
Avery 477,Office Supplies,Labels,4,0,0.059193367,Low
Avery 478,Office Supplies,Labels,4,0,0.055281257,Low
Avery 479,Office Supplies,Labels,3,0,0.058228901,Low
Avery 48,Office Supplies,Labels,3,0,0.053487272,Low
Avery 480,Office Supplies,Labels,6,1,0.05476253,Low
Avery 481,Office Supplies,Labels,5,0,0.053403958,Low
Avery 482,Office Supplies,Labels,2,0,0.058984278,Low
Avery 483,Office Supplies,Labels,6,1,0.057328464,Low
Avery 484,Office Supplies,Labels,1,0,0.060631546,Low
Avery 485,Office Supplies,Labels,8,0,0.059387625,Low
Avery 486,Office Supplies,Labels,9,0,0.055160264,Low
Avery 487,Office Supplies,Labels,7,0,0.058833191,Low
Avery 488,Office Supplies,Labels,6,1,0.057881438,Low
Avery 489,Office Supplies,Labels,5,0,0.058255888,Low
Avery 49,Office Supplies,Labels,6,0,0.055858375,Low
Avery 490,Office Supplies,Labels,5,0,0.053588254,Low
Avery 491,Office Supplies,Labels,3,0,0.063540626,Low
Avery 492,Office Supplies,Labels,5,1,0.058744308,Low
Avery 493,Office Supplies,Labels,4,0,0.056718805,Low
Avery 494,Office Supplies,Labels,6,0,0.059657635,Low
Avery 495,Office Supplies,Labels,4,0,0.058670055,Low
Avery 496,Office Supplies,Labels,4,0,0.053761681,Low
Avery 497,Office Supplies,Labels,2,0,0.053650639,Low
Avery 498,Office Supplies,Labels,3,0,0.06311958,Low
Avery 499,Office Supplies,Labels,11,1,0.058272757,Low
Avery 5,Office Supplies,Labels,1,0,0.053900039,Low
Avery 50,Office Supplies,Labels,5,0,0.056844101,Low
Avery 500,Office Supplies,Labels,2,0,0.057405191,Low
Avery 501,Office Supplies,Labels,8,0,0.057558044,Low
Avery 502,Office Supplies,Labels,3,0,0.06023129,Low
Avery 503,Office Supplies,Labels,4,0,0.052350331,Low
Avery 505,Office Supplies,Labels,7,0,0.057942357,Low
Avery 506,Office Supplies,Labels,3,0,0.05492093,Low
Avery 507,Office Supplies,Labels,2,0,0.060103337,Low
Avery 508,Office Supplies,Labels,6,0,0.056700907,Low
Avery 509,Office Supplies,Labels,4,0,0.054028138,Low
Avery 51,Office Supplies,Labels,5,0,0.055293529,Low
Avery 510,Office Supplies,Labels,3,0,0.051955626,Low
Avery 511,Office Supplies,Labels,6,1,0.05646655,Low
Avery 512,Office Supplies,Labels,5,1,0.057222817,Low
Avery 513,Office Supplies,Labels,5,1,0.058776337,Low
Avery 514,Office Supplies,Labels,4,0,0.056796952,Low
Avery 515,Office Supplies,Labels,2,0,0.058193442,Low
Avery 516,Office Supplies,Labels,4,1,0.05221801,Low
Avery 517,Office Supplies,Labels,4,0,0.062003977,Low
Avery 518,Office Supplies,Labels,8,0,0.057793091,Low
Avery 519,Office Supplies,Labels,6,0,0.059775712,Low
Avery 52,Office Supplies,Labels,6,0,0.057300233,Low
Avery 520,Office Supplies,Labels,5,0,0.058310132,Low
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,7,0,0.059507697,Low
Avery Arch Ring Binders,Office Supplies,Binders,10,0,0.047102888,Low
"Avery Binder Covers, Clear",Office Supplies,Binders,40,3,0.041638832,Low
"Avery Binder Covers, Durable",Office Supplies,Binders,36,2,0.042819446,Low
"Avery Binder Covers, Economy",Office Supplies,Binders,36,3,0.041336687,Low
"Avery Binder Covers, Recycled",Office Supplies,Binders,52,0,0.04128641,Low
Avery Binder Labels,Office Supplies,Binders,4,0,0.045758465,Low
"Avery Binder, Clear",Office Supplies,Binders,47,2,0.041852237,Low
"Avery Binder, Durable",Office Supplies,Binders,33,3,0.042622779,Low
"Avery Binder, Economy",Office Supplies,Binders,42,1,0.042102489,Low
"Avery Binder, Recycled",Office Supplies,Binders,33,4,0.042853618,Low
"Avery Binding Machine, Clear",Office Supplies,Binders,45,1,0.04192072,Low
"Avery Binding Machine, Durable",Office Supplies,Binders,44,3,0.042779974,Low
"Avery Binding Machine, Economy",Office Supplies,Binders,36,1,0.041715481,Low
"Avery Binding Machine, Recycled",Office Supplies,Binders,33,1,0.041349322,Low
Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,8,0,0.048363629,Low
"Avery Color Coded Labels, 5000 Label Set",Office Supplies,Labels,17,0,0.052087223,Low
"Avery Color Coded Labels, Adjustable",Office Supplies,Labels,17,0,0.052885644,Low
"Avery Color Coded Labels, Alphabetical",Office Supplies,Labels,14,0,0.050014705,Low
"Avery Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,26,0,0.053001204,Low
Avery Durable Binders,Office Supplies,Binders,12,0,0.048291684,Low
"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,7,0,0.04932574,Low
Avery Durable Poly Binders,Office Supplies,Binders,6,2,0.049305878,Low
Avery Durable Slant Ring Binders,Office Supplies,Binders,5,1,0.048170091,Low
Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,9,1,0.048046043,Low
"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,9,2,0.048149955,Low
Avery File Folder Labels,Office Supplies,Labels,13,2,0.057032572,Low
"Avery File Folder Labels, 5000 Label Set",Office Supplies,Labels,16,0,0.051785777,Low
"Avery File Folder Labels, Adjustable",Office Supplies,Labels,17,2,0.054936832,Low
"Avery File Folder Labels, Alphabetical",Office Supplies,Labels,22,3,0.052016786,Low
"Avery File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,10,0,0.050765929,Low
"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,4,0,0.044466682,Low
Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,8,1,0.053154282,Low
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,6,0,0.047043398,Low
Avery Hanging File Binders,Office Supplies,Binders,6,0,0.048223001,Low
Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,6,0,0.046873416,Low
Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,10,0,0.050214625,Low
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,2,0,0.055150833,Low
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,6,0,0.053925453,Low
Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,2,0,0.055291154,Low
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,2,0,0.053717068,Low
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Art,1,0,0.05666085,Low
Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,Art,6,0,0.054196239,Low
Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,7,0,0.051641422,Low
Avery Hole Reinforcements,Office Supplies,Binders,9,0,0.050383912,Low
"Avery Hole Reinforcements, Clear",Office Supplies,Binders,38,1,0.042894134,Low
"Avery Hole Reinforcements, Durable",Office Supplies,Binders,39,2,0.042260311,Low
"Avery Hole Reinforcements, Economy",Office Supplies,Binders,37,1,0.041768204,Low
"Avery Hole Reinforcements, Recycled",Office Supplies,Binders,35,3,0.04199266,Low
"Avery Index Tab, Clear",Office Supplies,Binders,74,2,0.041873693,Low
"Avery Index Tab, Durable",Office Supplies,Binders,36,1,0.041524086,Low
"Avery Index Tab, Economy",Office Supplies,Binders,30,0,0.043207714,Low
Avery Legal 4-Ring Binder,Office Supplies,Binders,4,0,0.047977383,Low
"Avery Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,25,2,0.054384417,Low
"Avery Legal Exhibit Labels, Adjustable",Office Supplies,Labels,16,0,0.052891111,Low
"Avery Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,13,0,0.05537032,Low
"Avery Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,24,1,0.054459934,Low
Avery Metallic Poly Binders,Office Supplies,Binders,6,0,0.046847626,Low
Avery Non-Stick Binders,Office Supplies,Binders,20,0,0.048516915,Low
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,3,0,0.049159319,Low
Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,3,0,0.045386896,Low
Avery Poly Binder Pockets,Office Supplies,Binders,8,0,0.047300428,Low
Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,7,0,0.048619121,Low
Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,6,0,0.046353468,Low
Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,7,0,0.047566477,Low
Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,8,0,0.049112482,Low
"Avery Removable Labels, 5000 Label Set",Office Supplies,Labels,13,0,0.052600546,Low
"Avery Removable Labels, Adjustable",Office Supplies,Labels,19,0,0.052240657,Low
"Avery Removable Labels, Alphabetical",Office Supplies,Labels,24,2,0.053423986,Low
"Avery Removable Labels, Laser Printer Compatible",Office Supplies,Labels,18,2,0.053518761,Low
"Avery Round Labels, 5000 Label Set",Office Supplies,Labels,16,1,0.053172085,Low
"Avery Round Labels, Adjustable",Office Supplies,Labels,20,1,0.05291331,Low
"Avery Round Labels, Alphabetical",Office Supplies,Labels,15,1,0.054006614,Low
"Avery Round Labels, Laser Printer Compatible",Office Supplies,Labels,20,1,0.050597829,Low
Avery Round Ring Poly Binders,Office Supplies,Binders,6,0,0.046236495,Low
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,11,1,0.04949007,Low
"Avery Shipping Labels, 5000 Label Set",Office Supplies,Labels,26,0,0.051206085,Low
"Avery Shipping Labels, Adjustable",Office Supplies,Labels,19,0,0.050920815,Low
"Avery Shipping Labels, Alphabetical",Office Supplies,Labels,19,0,0.051181572,Low
"Avery Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,23,1,0.051585004,Low
"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,4,0,0.049209431,Low
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,7,1,0.050003628,Low
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,6,1,0.049799106,Low
Avery White Multi-Purpose Labels,Office Supplies,Labels,4,0,0.057794611,Low
Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,5,0,0.047841843,Low
BIC Brite Liner Grip Highlighters,Office Supplies,Art,5,0,0.051182965,Low
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,6,0,0.050370548,Low
BIC Brite Liner Highlighters,Office Supplies,Art,7,1,0.053405524,Low
"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,6,0,0.053449014,Low
"BIC Canvas, Blue",Office Supplies,Art,33,0,0.043771769,Low
"BIC Canvas, Easy-Erase",Office Supplies,Art,26,0,0.047404554,Low
"BIC Canvas, Fluorescent",Office Supplies,Art,36,2,0.04570535,Low
"BIC Canvas, Water Color",Office Supplies,Art,30,3,0.045158945,Low
"BIC Highlighters, Blue",Office Supplies,Art,40,3,0.045597018,Low
"BIC Highlighters, Easy-Erase",Office Supplies,Art,30,1,0.044513368,Low
"BIC Highlighters, Fluorescent",Office Supplies,Art,24,0,0.048175317,Low
"BIC Highlighters, Water Color",Office Supplies,Art,39,1,0.045821057,Low
BIC Liqua Brite Liner,Office Supplies,Art,6,1,0.051439081,Low
"BIC Markers, Blue",Office Supplies,Art,28,4,0.047332824,Low
"BIC Markers, Easy-Erase",Office Supplies,Art,40,2,0.045350492,Low
"BIC Markers, Fluorescent",Office Supplies,Art,30,1,0.04573064,Low
"BIC Markers, Water Color",Office Supplies,Art,37,2,0.045990685,Low
"BIC Pencil Sharpener, Blue",Office Supplies,Art,44,0,0.046647991,Low
"BIC Pencil Sharpener, Easy-Erase",Office Supplies,Art,32,1,0.047792904,Low
"BIC Pencil Sharpener, Fluorescent",Office Supplies,Art,29,2,0.044790938,Low
"BIC Pencil Sharpener, Water Color",Office Supplies,Art,37,0,0.046558427,Low
"BIC Pens, Blue",Office Supplies,Art,31,3,0.046137783,Low
"BIC Pens, Easy-Erase",Office Supplies,Art,41,1,0.045348889,Low
"BIC Pens, Fluorescent",Office Supplies,Art,30,0,0.046802655,Low
"BIC Pens, Water Color",Office Supplies,Art,32,2,0.046643365,Low
"BIC Sketch Pad, Blue",Office Supplies,Art,38,2,0.047616388,Low
"BIC Sketch Pad, Easy-Erase",Office Supplies,Art,29,0,0.046015954,Low
"BIC Sketch Pad, Fluorescent",Office Supplies,Art,18,1,0.047484589,Low
"BIC Sketch Pad, Water Color",Office Supplies,Art,35,2,0.046816412,Low
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,6,1,0.05385853,Low
"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,9,0,0.055296095,Low
BPI Conference Tables,Furniture,Tables,5,1,0.048591281,Low
Bady BDG101FRU Card Printer,Technology,Machines,4,0,0.044650627,Low
Bagged Rubber Bands,Office Supplies,Fasteners,5,1,0.03650678,Low
Balt Solid Wood Rectangular Table,Furniture,Tables,4,0,0.046946807,Low
Balt Solid Wood Round Tables,Furniture,Tables,4,0,0.04854494,Low
Balt Split Level Computer Training Table,Furniture,Tables,5,0,0.052722558,Low
Barrel Sharpener,Office Supplies,Art,4,0,0.054663704,Low
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,5,0,0.049973285,Low
"Barricks Coffee Table, Adjustable Height",Furniture,Tables,11,2,0.045487097,Low
"Barricks Coffee Table, Fully Assembled",Furniture,Tables,6,0,0.047554998,Low
"Barricks Coffee Table, Rectangular",Furniture,Tables,4,0,0.048565729,Low
"Barricks Coffee Table, with Bottom Storage",Furniture,Tables,1,1,0.035586325,Low
"Barricks Computer Table, Adjustable Height",Furniture,Tables,4,0,0.042879896,Low
"Barricks Computer Table, Fully Assembled",Furniture,Tables,10,0,0.043854315,Low
"Barricks Computer Table, with Bottom Storage",Furniture,Tables,5,0,0.045501165,Low
"Barricks Conference Table, Adjustable Height",Furniture,Tables,5,0,0.040565908,Low
"Barricks Conference Table, Fully Assembled",Furniture,Tables,5,0,0.04008054,Low
"Barricks Conference Table, Rectangular",Furniture,Tables,3,0,0.040999422,Low
"Barricks Conference Table, with Bottom Storage",Furniture,Tables,5,0,0.041794932,Low
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,Tables,1,0,0.04217233,Low
"Barricks Round Table, Adjustable Height",Furniture,Tables,3,0,0.043482468,Low
"Barricks Round Table, Fully Assembled",Furniture,Tables,6,0,0.043040585,Low
"Barricks Round Table, Rectangular",Furniture,Tables,1,0,0.036805223,Low
"Barricks Round Table, with Bottom Storage",Furniture,Tables,3,0,0.041188587,Low
"Barricks Training Table, Adjustable Height",Furniture,Tables,5,0,0.047524651,Low
"Barricks Training Table, Fully Assembled",Furniture,Tables,6,0,0.046181544,Low
"Barricks Training Table, Rectangular",Furniture,Tables,9,0,0.046382606,Low
"Barricks Training Table, with Bottom Storage",Furniture,Tables,6,0,0.045055293,Low
"Barricks Wood Table, Adjustable Height",Furniture,Tables,6,0,0.042160805,Low
"Barricks Wood Table, Fully Assembled",Furniture,Tables,3,0,0.044350999,Low
"Barricks Wood Table, Rectangular",Furniture,Tables,2,0,0.051873882,Low
"Barricks Wood Table, with Bottom Storage",Furniture,Tables,4,0,0.048635034,Low
"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,Storage,4,0,0.047596863,Low
"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,10,1,0.046046233,Low
"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,Appliances,4,2,0.041396915,Low
Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,10,0,0.039468433,Low
Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,9,1,0.039617686,Low
Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,3,0,0.035004934,Low
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,1,0,0.031421104,Low
Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,5,0,0.041208321,Low
Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,7,0,0.040676387,Low
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,5,0,0.0389309,Low
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,1,0,0.035075281,Low
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,Appliances,2,0,0.034118155,Low
Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,7,0,0.038502573,Low
Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,8,1,0.048130065,Low
Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,5,0,0.038022677,Low
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,8,0,0.040824173,Low
Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,3,0,0.039148812,Low
Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,4,0,0.040927276,Low
"Belkin Flash Drive, Bluetooth",Technology,Accessories,12,1,0.041499741,Low
"Belkin Flash Drive, Erganomic",Technology,Accessories,16,0,0.044971415,Low
"Belkin Flash Drive, Programmable",Technology,Accessories,19,1,0.042375406,Low
